1739,Admiralty MRT Station,1,5,Woodlands Ave 7  (MRT station entrance C near bus stop),desc,0,1.441,103.80098,0000-00-00 00:00:00,0000-00-00 00:00:00,0,,,0,0,Posting Box,Central,posting-boxes.png
1740,Airport Road,1,5,Opp SAF Mapping Office (Hougang),desc,0,1.34617,103.89863,0000-00-00 00:00:00,0000-00-00 00:00:00,0,,,0,0,Posting Box,Central,posting-boxes.png
1742,Alexandra Post Office,1,5,110 Alexandra Rd,desc,0,1.29154,103.81979,0000-00-00 00:00:00,0000-00-00 00:00:00,0,,,0,0,Posting Box,Central,posting-boxes.png
1743,Alexandra Technopark Blk A,1,5,438A Alexandra Rd,desc,0,1.27773,103.80074,0000-00-00 00:00:00,0000-00-00 00:00:00,0,,,0,0,Posting Box,Central,posting-boxes.png
1744,Aljunied Crescent,1,5,Blk 102 near covered linkway (Geylang),desc,0,1.32044,103.88242,0000-00-00 00:00:00,0000-00-00 00:00:00,0,,,0,0,Posting Box,Central,posting-boxes.png
1745,Aljunied MRT Station,1,5,Sims Ave (MRT stn entrance A next to SingPost SAM machine),desc,0,1.31644,103.88296,0000-00-00 00:00:00,0000-00-00 00:00:00,0,,,0,0,Posting Box,Central,posting-boxes.png
1746,Anchorvale Link,1,5,Blk 325A  Sengkang East Way,desc,0,1.39374,103.89084,0000-00-00 00:00:00,0000-00-00 00:00:00,0,,,0,0,Posting Box,Central,posting-boxes.png
1747,Ang Mo Kio Avenue 10,1,5,Blk 407 Market,desc,0,1.36203,103.85548,0000-00-00 00:00:00,0000-00-00 00:00:00,0,,,0,0,Posting Box,Central,posting-boxes.png
1748,Ang Mo Kio Avenue 10,1,5,Blk 461,desc,0,1.36753,103.85741,0000-00-00 00:00:00,0000-00-00 00:00:00,0,,,0,0,Posting Box,Central,posting-boxes.png
1749,Ang Mo Kio Avenue 10,1,5,Blk 532,desc,0,1.37381,103.85459,0000-00-00 00:00:00,0000-00-00 00:00:00,0,,,0,0,Posting Box,Central,posting-boxes.png
1750,Ang Mo Kio Avenue 3,1,5,Blk 121                                ,desc,0,1.3698,103.84374,0000-00-00 00:00:00,0000-00-00 00:00:00,0,,,0,0,Posting Box,Central,posting-boxes.png
1751,Ang Mo Kio Avenue 4,1,5,Blk 163,desc,0,1.3738,103.83792,0000-00-00 00:00:00,0000-00-00 00:00:00,0,,,0,0,Posting Box,Central,posting-boxes.png
1752,Ang Mo Kio Avenue 5,1,5,Walkway near Bus Stop opp Blk 151,desc,0,1.37697,103.84117,0000-00-00 00:00:00,0000-00-00 00:00:00,0,,,0,0,Posting Box,Central,posting-boxes.png
1753,Ang Mo Kio Avenue 6,1,5,Blk 307                             ,desc,0,1.36551,103.8441,0000-00-00 00:00:00,0000-00-00 00:00:00,0,,,0,0,Posting Box,Central,posting-boxes.png
1754,Ang Mo Kio Central Post Office,1,5,Blk 727 Ang Mo Kio Ave 6 #01-4246 ,desc,0,1.37271,103.846,0000-00-00 00:00:00,0000-00-00 00:00:00,0,,,0,0,Posting Box,Central,posting-boxes.png
1755,Ang Mo Kio Industrial Park 1,1,5,Blk 4013 (in front of school field)  AMK Ave 10              ,desc,0,1.36686,103.85661,0000-00-00 00:00:00,0000-00-00 00:00:00,0,,,0,0,Posting Box,Central,posting-boxes.png
1756,Ang Mo Kio Industrial Park 2,1,5,Opp Blk 5043            ,desc,0,1.37297,103.86163,0000-00-00 00:00:00,0000-00-00 00:00:00,0,,,0,0,Posting Box,Central,posting-boxes.png
1757,Ang Mo Kio Industrial Park 2A,1,5,Ang Mo Kio Tech 1 (Blk 1-3),desc,0,1.37762,103.87123,0000-00-00 00:00:00,0000-00-00 00:00:00,0,,,0,0,Posting Box,Central,posting-boxes.png
1758,Ang Mo Kio MRT Station                                 ,1,5,Ang Mo Kio Ave 8 (MRT stn entrance A  pillar near traffic junction),desc,0,1.36959,103.84935,0000-00-00 00:00:00,0000-00-00 00:00:00,0,,,0,0,Posting Box,Central,posting-boxes.png
1759,Ang Mo Kio St 21,1,5,Blk 252                                ,desc,0,1.36949,103.83446,0000-00-00 00:00:00,0000-00-00 00:00:00,0,,,0,0,Posting Box,Central,posting-boxes.png
1760,Ang Mo Kio St 31,1,5,Blk 320                                      ,desc,0,1.36574,103.84851,0000-00-00 00:00:00,0000-00-00 00:00:00,0,,,0,0,Posting Box,Central,posting-boxes.png
1761,Ang Mo Kio St 53,1,5,Blk 505,desc,0,1.37484,103.84976,0000-00-00 00:00:00,0000-00-00 00:00:00,0,,,0,0,Posting Box,Central,posting-boxes.png
1762,Ang Mo Kio St 61,1,5,Blk 630 ,desc,0,1.38044,103.84108,0000-00-00 00:00:00,0000-00-00 00:00:00,0,,,0,0,Posting Box,Central,posting-boxes.png
1763,Ang Mo Kio St 65,1,5,In front of Techpoint Bldg                     ,desc,0,1.39003,103.84866,0000-00-00 00:00:00,0000-00-00 00:00:00,0,,,0,0,Posting Box,Central,posting-boxes.png
1764,Ang Mo Kio West Food Centre,1,5,Blk 226H,desc,0,1.36758,103.83971,0000-00-00 00:00:00,0000-00-00 00:00:00,0,,,0,0,Posting Box,Central,posting-boxes.png
1765,Angullia Park,1,5,Orchard Rd,desc,0,1.30551,103.83038,0000-00-00 00:00:00,0000-00-00 00:00:00,0,,,0,0,Posting Box,Central,posting-boxes.png
1766,Anson Centre A,1,5,Anson Rd,desc,0,1.27449,103.84567,0000-00-00 00:00:00,0000-00-00 00:00:00,0,,,0,0,Posting Box,Central,posting-boxes.png
1767,Ayer Rajah,1,5,Ayer Rajah Avenue ( in front of One North MRT Station ),desc,0,1.29902,103.7871,0000-00-00 00:00:00,0000-00-00 00:00:00,0,,,0,0,Posting Box,Central,posting-boxes.png
1768,Ayer Rajah Regional Base,1,5,6 Ayer Rajah Crescent,desc,0,1.29516,103.78799,0000-00-00 00:00:00,0000-00-00 00:00:00,0,,,0,0,Posting Box,Central,posting-boxes.png
1769,Balestier Hill Shopping Centre,1,5,Block 1  Thomson Road,desc,0,1.32555,103.84216,0000-00-00 00:00:00,0000-00-00 00:00:00,0,,,0,0,Posting Box,Central,posting-boxes.png
1770,Balestier Plaza,1,5,Jalan Ampas                         ,desc,0,1.32627,103.8513,0000-00-00 00:00:00,0000-00-00 00:00:00,0,,,0,0,Posting Box,Central,posting-boxes.png
1771,Balmoral Plaza,1,5,271 Bukit Timah Rd,desc,0,1.31644,103.83549,0000-00-00 00:00:00,0000-00-00 00:00:00,0,,,0,0,Posting Box,Central,posting-boxes.png
1772,Banda Street,1,5,Blk 5  Outram,desc,0,1.28117,103.84332,0000-00-00 00:00:00,0000-00-00 00:00:00,0,,,0,0,Posting Box,Central,posting-boxes.png
1773,Bangkit LRT Station,1,5,Bukit Panjang Ring Road,desc,0,1.38092,103.77265,0000-00-00 00:00:00,0000-00-00 00:00:00,0,,,0,0,Posting Box,Central,posting-boxes.png
1774,Beach Rd,1,5,Beside Old Central Police Station ,desc,0,1.29717,103.85729,0000-00-00 00:00:00,0000-00-00 00:00:00,0,,,0,0,Posting Box,Central,posting-boxes.png
1775,Beauty Garden,1,5,459 Punggol Road (near to the bridge at Blk 252),desc,0,1.3929158329849,103.90095735645,0000-00-00 00:00:00,0000-00-00 00:00:00,0,,,0,0,Posting Box,Central,posting-boxes.png
1776,Beauty World Centre,1,5,144 Upp Bukit Timah,desc,0,1.34241,103.77654,0000-00-00 00:00:00,0000-00-00 00:00:00,0,,,0,0,Posting Box,Central,posting-boxes.png
1777,Bedok Central Post Office,1,5,Blk 218 Bedok North St.1 #01-49,desc,0,1.32747,103.93425,0000-00-00 00:00:00,0000-00-00 00:00:00,0,,,0,0,Posting Box,Central,posting-boxes.png
1778,Bedok MRT Station,1,5,New Upp Changi Rd (MRT stn entrance A  vehicle pick-up point ),desc,0,1.32404,103.93004,0000-00-00 00:00:00,0000-00-00 00:00:00,0,,,0,0,Posting Box,Central,posting-boxes.png
1779,Bedok North Avenue 2,1,5,Blk 511 Market,desc,0,1.33321,103.9304,0000-00-00 00:00:00,0000-00-00 00:00:00,0,,,0,0,Posting Box,Central,posting-boxes.png
1780,Bedok North Avenue 4,1,5,Blk 89,desc,0,1.33305,103.93846,0000-00-00 00:00:00,0000-00-00 00:00:00,0,,,0,0,Posting Box,Central,posting-boxes.png
1781,Bedok North St 1,1,5,Blk 417,desc,0,1.32767,103.93045,0000-00-00 00:00:00,0000-00-00 00:00:00,0,,,0,0,Posting Box,Central,posting-boxes.png
1782,Bedok North St 3,1,5,Blk 537,desc,0,1.33241,103.92404,0000-00-00 00:00:00,0000-00-00 00:00:00,0,,,0,0,Posting Box,Central,posting-boxes.png
1783,Bedok North St 5,1,5,Blk 3015,desc,0,1.33675,103.94742,0000-00-00 00:00:00,0000-00-00 00:00:00,0,,,0,0,Posting Box,Central,posting-boxes.png
1784,Bedok Reservoir Rd,1,5,Linkway near Blk 725,desc,0,1.33765,103.92899,0000-00-00 00:00:00,0000-00-00 00:00:00,0,,,0,0,Posting Box,Central,posting-boxes.png
1785,Bedok Reservoir Rd,1,5,Blk 121                                ,desc,0,1.33128,103.90999,0000-00-00 00:00:00,0000-00-00 00:00:00,0,,,0,0,Posting Box,Central,posting-boxes.png
1786,Bedok Reservoir Rd,1,5,Blk 632,desc,0,1.33205,103.91415,0000-00-00 00:00:00,0000-00-00 00:00:00,0,,,0,0,Posting Box,Central,posting-boxes.png
1787,Bedok Reservoir Rd,1,5,Blk 644,desc,0,1.33087,103.90557,0000-00-00 00:00:00,0000-00-00 00:00:00,0,,,0,0,Posting Box,Central,posting-boxes.png
1788,Bedok Reservoir Rd,1,5,Blk 746,desc,0,1.3373,103.92122,0000-00-00 00:00:00,0000-00-00 00:00:00,0,,,0,0,Posting Box,Central,posting-boxes.png
1789,Bedok Reservoir View,1,5,Longvale Est (Linkway opp FC),desc,0,1.33679,103.93647,0000-00-00 00:00:00,0000-00-00 00:00:00,0,,,0,0,Posting Box,Central,posting-boxes.png
1790,Bedok South Ave 2                   ,1,5,Blk 12          ,desc,0,1.32129,103.93679,0000-00-00 00:00:00,0000-00-00 00:00:00,0,,,0,0,Posting Box,Central,posting-boxes.png
1791,Bedok South Ave 3                 ,1,5,Blk 167 ,desc,0,1.31962,103.945,0000-00-00 00:00:00,0000-00-00 00:00:00,0,,,0,0,Posting Box,Central,posting-boxes.png
1792,Begonia Road,1,5,Yio Chu Kang Rd  opp Dedap Rd (Serangoon),desc,0,1.38927,103.86342,0000-00-00 00:00:00,0000-00-00 00:00:00,0,,,0,0,Posting Box,Central,posting-boxes.png
1793,Bendemeer Rd,1,5,Blk 27 (Kallang),desc,0,1.31888,103.86276,0000-00-00 00:00:00,0000-00-00 00:00:00,0,,,0,0,Posting Box,Central,posting-boxes.png
1794,Bendemeer Rd,1,5,Blk 47 Whampoa South (Kallang),desc,0,1.32366,103.86678,0000-00-00 00:00:00,0000-00-00 00:00:00,0,,,0,0,Posting Box,Central,posting-boxes.png
1795,Bio-science Complex,1,5,Lower Kent Ridge Road    ,desc,0,1.29585,103.78222,0000-00-00 00:00:00,0000-00-00 00:00:00,0,,,0,0,Posting Box,Central,posting-boxes.png
1796,Bishan MRT Station                              ,1,5,Bishan Rd (MRT stn entrance B near bus stop),desc,0,1.35071,103.84814,0000-00-00 00:00:00,0000-00-00 00:00:00,0,,,0,0,Posting Box,Central,posting-boxes.png
1797,Bishan Post Office,1,5,Bishan CC  51 Bishan St 13 #01-01,desc,0,1.34926,103.85028,0000-00-00 00:00:00,0000-00-00 00:00:00,0,,,0,0,Posting Box,Central,posting-boxes.png
1798,Bishan Street 11,1,5,Blk 151,desc,0,1.34533,103.85585,0000-00-00 00:00:00,0000-00-00 00:00:00,0,,,0,0,Posting Box,Central,posting-boxes.png
1799,Bishan Street 11,1,5,Blk 126,desc,0,1.34651,103.85227,0000-00-00 00:00:00,0000-00-00 00:00:00,0,,,0,0,Posting Box,Central,posting-boxes.png
1800,Bishan Street 12,1,5,Blk 116,desc,0,1.34792,103.84918,0000-00-00 00:00:00,0000-00-00 00:00:00,0,,,0,0,Posting Box,Central,posting-boxes.png
1801,Bishan Street 13,1,5,Blk 182,desc,0,1.35022,103.85306,0000-00-00 00:00:00,0000-00-00 00:00:00,0,,,0,0,Posting Box,Central,posting-boxes.png
1802,Bishan Street 22,1,5,Blk 283,desc,0,1.35922,103.84456,0000-00-00 00:00:00,0000-00-00 00:00:00,0,,,0,0,Posting Box,Central,posting-boxes.png
1803,Bishan Street 23,1,5,Blk 213,desc,0,1.35718,103.84815,0000-00-00 00:00:00,0000-00-00 00:00:00,0,,,0,0,Posting Box,Central,posting-boxes.png
1804,Blk 106 Lengkong Tiga,1,5,Bedok,desc,0,1.32515,103.90999,0000-00-00 00:00:00,0000-00-00 00:00:00,0,,,0,0,Posting Box,Central,posting-boxes.png
1805,Blk 55 Lengkok Bahru,1,5,Bukit Merah,desc,0,1.28758,103.81365,0000-00-00 00:00:00,0000-00-00 00:00:00,0,,,0,0,Posting Box,Central,posting-boxes.png
1806,Blk 61 Lengkok Bahru,1,5,Bukit Merah,desc,0,1.28987,103.81374,0000-00-00 00:00:00,0000-00-00 00:00:00,0,,,0,0,Posting Box,Central,posting-boxes.png
1807,Boon Keng MRT Station                  ,1,5,Serangoon Rd (MRT stn entrance B inside linkway to Blk 34),desc,0,1.31958,103.86194,0000-00-00 00:00:00,0000-00-00 00:00:00,0,,,0,0,Posting Box,Central,posting-boxes.png
1808,Boon Lay Drive,1,5,Blk 258,desc,0,1.34596,103.70851,0000-00-00 00:00:00,0000-00-00 00:00:00,0,,,0,0,Posting Box,Central,posting-boxes.png
1809,Boon Lay Shopping Centre,1,5,Boon Lay Place,desc,0,1.34689,103.71277,0000-00-00 00:00:00,0000-00-00 00:00:00,0,,,0,0,Posting Box,Central,posting-boxes.png
1810,Braddell Hill,1,5,Toa Payoh,desc,0,1.34187,103.84181,0000-00-00 00:00:00,0000-00-00 00:00:00,0,,,0,0,Posting Box,Central,posting-boxes.png
1811,Braddell MRT Station,1,5,Lor 1 Toa Payoh (MRT stn entrance B in front of block 116),desc,0,1.34029,103.84524,0000-00-00 00:00:00,0000-00-00 00:00:00,0,,,0,0,Posting Box,Central,posting-boxes.png
1812,Bras Basah Post Office,1,5,Blk 231 Bain Street #01-03 Bras Basah Complex,desc,0,1.29678,103.85387,0000-00-00 00:00:00,0000-00-00 00:00:00,0,,,0,0,Posting Box,Central,posting-boxes.png
1813,Buangkok Green,1,5,Buamgkok Crescent (Blk 979A),desc,0,1.37987,103.8803,0000-00-00 00:00:00,0000-00-00 00:00:00,0,,,0,0,Posting Box,Central,posting-boxes.png
1814,Buangkok MRT Station,1,5,Sengkang Central (MRT stn entrance A near Bus Stop),desc,0,1.38243,103.89275,0000-00-00 00:00:00,0000-00-00 00:00:00,0,,,0,0,Posting Box,Central,posting-boxes.png
1815,Bukit Batok Avenue 1,1,5,Blk 102,desc,0,1.34603,103.74696,0000-00-00 00:00:00,0000-00-00 00:00:00,0,,,0,0,Posting Box,Central,posting-boxes.png
1816,Bukit Batok Bus Interchange                        ,1,5,Bt Batok Central,desc,0,1.35005,103.74996,0000-00-00 00:00:00,0000-00-00 00:00:00,0,,,0,0,Posting Box,Central,posting-boxes.png
1817,Bukit Batok Central Post Office,1,5,West Mall  1 Bukit Batok Central Link #05-09,desc,0,1.34991,103.74944,0000-00-00 00:00:00,0000-00-00 00:00:00,0,,,0,0,Posting Box,Central,posting-boxes.png
1818,Bukit Batok Community Club,1,5,Bt Batok Central (outside CC),desc,0,1.35031,103.7473,0000-00-00 00:00:00,0000-00-00 00:00:00,0,,,0,0,Posting Box,Central,posting-boxes.png
1819,Bukit Batok East Avenue 2,1,5,Blk 501,desc,0,1.35146,103.75524,0000-00-00 00:00:00,0000-00-00 00:00:00,0,,,0,0,Posting Box,Central,posting-boxes.png
1820,Bukit Batok East Avenue 3,1,5,Blk 233,desc,0,1.34516,103.75716,0000-00-00 00:00:00,0000-00-00 00:00:00,0,,,0,0,Posting Box,Central,posting-boxes.png
1821,Bukit Batok East Avenue 6,1,5,Blk 209,desc,0,1.3456,103.74913,0000-00-00 00:00:00,0000-00-00 00:00:00,0,,,0,0,Posting Box,Central,posting-boxes.png
1822,Bukit Batok East Community Club,1,5,23 Bukit Batok East Ave 4 ,desc,0,1.34936,103.7584,0000-00-00 00:00:00,0000-00-00 00:00:00,0,,,0,0,Posting Box,Central,posting-boxes.png
1823,Bukit Batok MRT Station                             ,1,5,Bukit Batok Ctrl (MRT stn entrance A towards bus interchange),desc,0,1.34899,103.74956,0000-00-00 00:00:00,0000-00-00 00:00:00,0,,,0,0,Posting Box,Central,posting-boxes.png
1824,Bukit Batok Street 21,1,5,Blk 213,desc,0,1.3468,103.75202,0000-00-00 00:00:00,0000-00-00 00:00:00,0,,,0,0,Posting Box,Central,posting-boxes.png
1825,Bukit Batok Street 23,1,5,Blk 291E                  ,desc,0,1.34351,103.75468,0000-00-00 00:00:00,0000-00-00 00:00:00,0,,,0,0,Posting Box,Central,posting-boxes.png
